pair_id,jd_text,cv_text,"label (1=relevant, 0=not_relevant)",Q2_dealbreaker (Yes/No/Uncertain),annotator_id
378,"TITLE: Nhân Viên Mua Hàng Vật Tư | REQ: Tốt nghiệp từ cao đẳng trở lên, chuyên ngành kinh tế/ kỹ thuậtCó kinh nghiệm từ 1 năm trở lên làm việc mua hàng vật tư cơ điện, xây dựngKỹ năng giao tiếp nhanh nhẹn, kỹ năng đàm phán, thương lượngSử dụng thành thạo tin học văn phòng, | DESC: Tìm kiếm, liên hệ NCC đặt mua vật tư, thiết bị cho công trường quản lý theo kế hoạch Làm hồ sơ thanh toán theo quy trìnhCung cấp báo giá vật tư cho phòng ban liên quanGiải quyết các vấn đề liên quan đến công tác đặt hàngBáo cáo tiến độ mua hàng theo yêu cầuThực hiện các công việc khác theo yêu cầu từ trưởng phòng mua hàng, chi tiết trao đổi qua buổi phỏng vấn","DESIRED JOB: Giao dịch viên ngân hàng | SKILLS: - Trung thực, nhiệt tình, trách nhiệm. - Kỹ năng giao tiếp tốt (điện thoại, email…) - Khả năng thích ứng với công việc nhanh - Kỹ năng lên kế hoạch, tổ chức sắp xếp công việc. - Có khả năng làm việc dưới áp lực cao - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng nhận diện vấn đề nhanh - Thành thạo tin học văn phòng - Khả năng truyền đạt thông tin hiệu quả | EXP: Dưới 1 năm",,,
5511,"TITLE: Nhân Viên Dịch Vụ Khách Hàng | REQ: - Xử lý tình huống và nắm bắt thông tin nhanh.- Thành thạo tin học văn phòng.- Kỹ năng giao tiếp, giọng nói rõ ràng, dễ nghe- Tính cách tận tâm, kiên nhẫn, vì khách hàng.- Sẵn sàng đáp ứng công việc khi có yêu cầu | DESC: – Chủ động tư vấn, khơi gợi nhu cầu tìm hiểu thông tin của khách hàng– Chăm sóc & xử lý các vấn đề phát sinh của khách hàng.– Nắm rõ thông tin về các sản phẩm, chương trình khuyến mãi, tri ân khách hàng…của phòng khám– Tham gia vận hành: quản lý đơn hàng, điều phối, theo dõi, giao nhận, thanh toán...– Quản lý, điều phối những đơn hàng đã tạo;– chi tiết hơn trong quá trình phỏng vấn","DESIRED JOB: Nhân viên lái xe hạng B2 | SKILLS: - Có kỹ năng giao tiếp tốt - Khả năng tìm kiếm thông tin nhanh nhẹn, biết cách di chuyển dựa trên gợi ý của GPS - Biết cách lắng nghe và kiên nhẫn, vui tính, chăm sóc khách hàng tốt. - Luôn tuân thủ các quy định mà công ty đặt ra. | EXP: 1-3 năm",,,
5418,"TITLE: Thực Tập Sinh Ticketing (Mảng Vé Máy Bay) | REQ: - Trình độ trung cấp trở lên.- Sử dụng thành thạo tin học văn phòng.- Kỹ năng giao tiếp, xử lý tình huống tốt.- Nhiệt tình, cầu tiến, ham học hỏi.- Ứng viên chưa có kinh nghiệm sẽ được đào tạo.- Ưu tiên các ứng viên chuyên ngành về du lịch, việt nam học,... | DESC: Tiếp nhận các cuộc gọi và tin nhắn của khách hàng qua hệ thống tổng đài, website, fanpage,... để tư vấn, giải đáp các thắc mắc của khách hàng có nhu cầu mua vé máy bay nội địa và quốc tế;Tư vấn đường bay, điểm đến tốt. Làm các thủ tục đặt chỗ, tính báo giá, xuất, hoàn hủy vé … theo mọi yêu cầu của khách hàng;Kiểm tra, nhắc nhở khách hàng về giấy tờ, các thông tin của vé như thay đổi giờ bay, thời hạn xuất vé và ngày khởi hành;Cập nhật các chính sách về giá của các hãng, các đường bay mới để tư vấn, thiết lập hành trình theo yêu cầu của khách;Cập nhật các chương trình khuyến mại, kết hợp với bộ phận khác trong công ty để có sản phẩm mới cung cấp thông tin nhanh nhất cho khách hàng.​","DESIRED JOB: Nhân viên lái xe - Bằng Lái Xe Hạng B2 | SKILLS: - Có khả năng chịu áp lực cao trong công việc - Luôn tuân thủ nguyên tắc làm việc chuyên nghiệp, không sử dụng chất kích thích, chất có cồn trong quá trình lái xe. - Nắm bắt các kỹ thuật lái xe theo tiêu chuẩn - Có khả năng quan sát tốt, khả năng tập trung cao độ khi làm việc và khi cầm tay lái - Xử lý tình huống linh hoạt, giải quyết vấn đề hiệu quả - Tổ chức công việc tốt, biết cách quản lý thời gian | EXP: Trên 10 năm",,,
3502,"TITLE: Trưởng Nhóm Kinh Doanh | REQ: • Tốt nghiệp Cao đẳng/ Đại học. • Có kinh nghiệm quản lý nhóm. • Sử dụng thành thạo máy tính văn phòng. • Có khả năng phân tích, thu thập thông tin, xử lý tình huống, làm báo cáo.. • Có kinh nghiệm ở vị trí tương đương | DESC: • Chịu trách nhiệm thực hiện chỉ tiêu kinh doanh cá nhân và chỉ tiêu kinh doanh nhóm đã được phân bổ theo chiến lược kinh doanh của Công ty.. • Lập và tổ chức thực hiện kế hoạch kinh doanh đảm bảo đạt được chỉ tiêu của Công ty. • Điều hành đội ngũ nhân viên trong nhóm phối hợp với các bộ phận liên quan thực hiện các buổi hội thảo, sự kiện của trung tâm hoặc công ty tổ chức và các buổi học thử cho học sinh.. • Cập nhật doanh số bán hàng trong phần mềm quản lý bán hàng của Công ty. • Lập và nộp báo cáo theo định kỳ quy định của Công ty hoặc khi được yêu cầu","DESIRED JOB: Nhân viên viết bài, lồng tiếng, viết kịch bản | SKILLS: - Có kinh nghiệm trong ngành viết lách như content, viết kịch bản, viết truyện - Có thể lồng tiếng cho nhiều nhân vật - Biết 1 chút về edit video, edit voice | EXP: 1-3 năm",,,
4954,"TITLE: Lập Trình Viên Fullstack (Đi Làm Sau Tết) | REQ: - Nam/Nữ, từ 25 đến 35 tuổi- Tốt nghiệp đại học chính quy, ngành CNTT, Điện tử viễn thông, Toán tin; Ưu tiên sinh viên tốt nghiệp trường Đại học Bách Khoa, Đại học Khoa học tự nhiên, Đại học Công nghệ, Học viện bưu chính viễn thông- Thành thạo các kỹ thuật trong .NET technology: C thăng, ASP.NET WebForms, .NET MVC ADO.NET, Webservice, XML…- Có kinh nghiệm các kỹ thuật lập trình Website: HTML, CSS, JS, Ajax, jQuery…- Hiểu biết tốt về Design pattern ( Singleton, factory … ),OOP, SOAP services, Web API- Sử dụng thành thạo các công cụ quản lý Source Code như Git, SVN…;- Thành thạo RESTful, SOAP.- Đã làm việc trên: Oracle hoặc có kinh nghiệm trên các hệ quản trị cơ sở dữ liệu khác: MSSQL server, MySQL, NonSQL…- Hiểu biết và có kinh nghiệm về xây dựng hệ thống bán hàng trực tuyến, php,java là một lợi thế- Có khả năng tự học tập, tra cứu và đọc hiểu tiếng Anh chuyên ngành- Có khả năng làm việc độc lập hoặc làm việc theo nhóm | DESC: - Tham gia phát triển sản phẩm là các hệ thống về thương mại điện tử, hệ thống Loyalty và sản phẩm khác…- Tham gia phát triển core, backend, frontend các dự án, sản phẩm của công ty.- Lập trình xây dựng sản phẩm cho các hệ thống với đối tác là các doanh nghiệp, các tổ chức hợp tác.- Lập trình, xây dựng API cho các dịch vụ của công ty theo sự phân công của trưởng bộ phận.- Công việc khác:• Phân tích thiết kế hệ thống, phân tích thiết kế CSDL.• Triển khai hệ thống, hỗ trợ dự án.","DESIRED JOB: Nhân viên marketing | SKILLS: - Trung thực, cẩn thận, có óc sáng tạo - Kỹ năng thuyết trình tốt - Khả năng thích ứng với công việc nhanh - Kỹ năng lên kế hoạch, tổ chức sắp xếp công việc. - Có khả năng làm việc dưới áp lực cao - Có khả năng xây dựng và làm việc theo đội nhóm - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền cảm hứng | EXP: Dưới 1 năm",,,
2734,"TITLE: Chuyên Viên Hoạch Định Tài Chính - Pruventure With PRUDENTIAL Hà Nội | REQ: - Tuổi từ 24 - 39- Tốt nghiệp Cao Đẳng, Đại Học- Từng là nhân viên kinh doanh/ tư vấn viên với ít nhất từ 1 năm kinh nghiệm trong các ngành: Bảo Hiểm, Tài Chính Ngân Hàng, Bất Động Sản, Du Lịch,...- Định hướng phát triển lâu dài đối với lĩnh vực Bảo hiểm nhân thọ- Kỹ năng giao tiếp, tư vấn thuyết phục khách hàng tốt- Ngoại hình ưa nhìn, tác phong chuyên nghiệp, năng động, nhiệt huyết và tinh thần ham học hỏi, cầu tiến trong sự nghiệp | DESC: PRUVenture là một dự án được phát triển bởi tập đoàn đa quốc gia Prudential. Tại đây, chúng tôi đã đào tạo một lực lượng PRUPlanner - Chuyên viên hoạch định tài chính tại Pruventure. Dành cho những ứng viên có tham vọng trở thành chủ doanh nghiệp thành đạt hoặc chuyên viên Hoạch Định Tài chính Cấp Cao trong ngành Bảo Hiểm Nhân Thọ đầy tiềm năng tại Việt Nam, mong muốn phát triển thương hiệu bản thân và làm chủ tài chính của mình.1. Tham gia các hoạt động kinh doanh/đào tạo- Tư vấn và thiết kế giải pháp tài chính/ bảo hiểm- Thiết lập kế hoạch kinh doanh đảm bảo hoàn thành chỉ tiêu hàng tháng, hàng quý dưới sự hỗ trợ từ Quản lý kinh doanh và đồng nghiệp- Tham gia các hoạt động Training, Coaching, Teamwork2. Chăm sóc khách hàng- Đảm bảo chất lượng dịch vụ, xây dựng mối quan hệ bền chặt, tốt đẹp với khách hàng- Xử lý khách hàng khiếu nại và yêu cầu với hướng dẫn của công ty để đảm bảo sự hài lòng của khách hàng","DESIRED JOB: Nhân viên Lái xe hạng FE | SKILLS: + Sử dụng thành thạo các phần mềm quản lý hàng tồn kho + Có kiến thức về quy trình nhập xuất hàng tồn kho và các biên bản giấy tờ + Có kiến thức về hoạt động mua hàng và quy trình mua hàng + Tỉ mỉ, cẩn thận, không bỏ qua những chi tiết nhỏ nhất + Kỹ năng quản lý thời gian hiệu quả + Khả năng làm việc linh hoạt và có thể làm nhiều đầu việc cùng lúc + Kỹ năng phân tích và khai thác dữ liệu + Khả năng hợp tác cùng làm việc và hoạt động nhóm hiệu quả + Kỹ năng tìm kiếm nguyên nhân và giải quyết vấn đề | EXP: 5-10 năm",,,
3959,"TITLE: Nhân Viên Tư Vấn Tuyển Sinh | REQ: – Tư vấn các khoá học qua các hình thức: trực tiếp tại trung tâm, kênh online, điện thoại, …– Cập nhật học phí, thu học phí học viên tại Trung tâm, gửi thông báo và điện thoại nhắc phí, làm thông tin khóa học khi lên khóa và lên cấp độ– Hỗ trợ Testing, kiểm tra trình độ đầu vào– Xếp lịch kiểm tra hằng tuần, theo dõi điểm số chất lượng và thông báo đến Phụ huynh– Hỗ trợ chi nhánh và Schooling– Giải đáp thắc mắc phụ huynh liên quan đến Trung tâm– Và một số công việc khác theo phân công của Trưởng chi nhánh. | DESC: – Trình độ: Cao đẳng trở lên– Kinh nghiệm: ưu tiên ứng viên có kinh nghiệm trong lĩnh vực dịch vụ khách hàng– Có khả năng giao tiếp tiếng Anh– Kỹ năng: giải quyết vấn đề, chăm sóc khách hàng, nhanh nhẹn, nhiệt tình, có tinh thần học hỏi chịu khó","DESIRED JOB: Nhân viên lái xe bằng C | SKILLS: Có khả năng nắm bắt thông tin nhanh chóng, thực hiện theo chỉ qua 1 lần quan sát. Có kỹ năng giao tiếp, đàm phán, trao đổi tốt. Có kỹ năng làm việc khoa học, phân bổ thời gian hợp lý. Có sự kiên trì tốt, chịu được áp lực công việc, luôn giữ được thái độ bình tĩnh dù trong tình huống xấu nhất. | EXP: 1-3 năm",,,
2558,"TITLE: Academic Officer - English Test Prep | REQ: - Bachelor's Degree in English Pedagogy/English Linguistics from renowned universities- At least 2-year teaching experience in Test Preparation courses (e.g. TOEFL/ IELTS/TOEIC/SAT/etc)- Experience in learning course designing/lesson planning for various English courses is an advantage- IELTS 7.5+ with no band under 6.5 or equivalent- Good knowledge in educational technology tools and teaching assistance technological tools- Strong computer skills in Office tools, Gsuite tools, presentation & design platforms- A passion for high quality teaching and learning- A strong sense responsibility and attention to details | DESC: 1. Teaching materials construction- To construct and develop teaching materials (e.g., lesson plans/ presentation slides/ practice activities, etc.) following theassigned curriculum/syllabus- To ensure the quality of such teaching materials following the sets of content guidelines following each type of teachingmaterials- To build and expand extra activity banks for all course levels of each learning products2. Test materials construction- To build and categorize questions for the test bank of each assigned product following the curriculum design and testingrequirements- To make sure that the selected questions match with the assessment criteria3. Course content production- To edit/ organize/ synthesize multimedia resources for course content upload on LMS system- To categorize question lists/ activity lists/ following the curriculum design of each product- To participate in any course content production activities as requested4. Additional tasks- To support and cooperate with other academic teams as requested- To support cross-departmental assignments as requested","DESIRED JOB: Nhân viên lái xe hạng C | SKILLS: - Có thể ghi nhớ tên cùng vị trí đường ngay cả khi mới đi qua 1 lần - Là người có tinh thần trách nhiệm cao, biết ưu tiên các đầu việc quan trọng để hoàn thành kịp tiến độ cấp trên yêu cầu - Là người siêng năng, chịu khó | EXP: 5-10 năm",,,
2331,"TITLE: Senior Human Resource Officer | REQ: • Minimum 4 - 5 years of experience in a similar position, at least 1-2 years in the IT field.• Experienced in recruiting Tech positions.• University degree in Human Resource Management, Business Administration or related field…• Good communication & presentation skills• Good management & organization skills• Dynamic, enthusiastic, eager to learn. | DESC: • Talent Acquisition (40%)- Plan and execute the company's talent acquisition strategy- Manage and implement recruitment and selection processes (resume screening, call screening, interviews, etc.).- Develop and measure the success of recruitment procedure.- Conduct sourcing activities to fill vacant positions- Manage these candidate pools to ensure qualified candidates remain engaged in current or future opportunities.- Build long-term relationships with partner & potential candidates. - In charge of onboarding training • Employee Retention (30%)- Developing and implementing employee training programs aimed at improving employee performance on the job- Participate reviewing employee performance records to determine if employees should be terminated or promoted based on their performance- Recommending changes in employee compensation based on market data to ensure that salaries are competitive with other companies in the industry- Conducting exit interviews to identify reasons why they left the company and ways to prevent turnover in the future.- Reviewing employee complaints so that appropriate action can be taken• General tasks: (30%)- Management and implementation of labor contracts, employee records, ... other related documents.- Manage and conduct administrative tasks: office repair, electricity payment, monthly rent- Organize all engagement activities: employee birthday, teambuilding, YEP,....- Manage the office operation cost monthly• Work closely with other departments to solve problems","DESIRED JOB: Nhân viên văn phòng - Nhân viên kinh doanh | SKILLS: - Chăm chỉ, nhanh nhẹn, nhiệt tình, trách nhiệm - Kỹ năng giao tiếp tốt (điện thoại, email…) - Dễ dàng hòa nhập với môi trường làm việc mới - Biết quan sát, sắp xếp, quản lý tốt - Khả năng tư duy sáng tạo. - Làm việc độc lập và làm việc nhóm - Xử lý tình huống nhanh - Kỹ năng thao tác bàn phím tốt - Kỹ năng lãnh đạo tốt | EXP: Chưa có kinh nghiệm",,,
3806,"TITLE: Nhân Viên Kế Toán Tổng Hợp Tại Mai Dịch, Cầu Giấy 12-15 Triệu (Mảng Nha/Spa) | REQ: - Tốt nghiệp Cao đẳng trở lên chuyên ngành kế toán, tài chính,…- Am hiểu Luật kinh tế, các qui phạm pháp luật liên quan đến kế toán tài chính, chế độ kế toán, các chuẩn mực kế toán, luật thuế GTGT, TNDN, TNCN,..- Sử dụng thành thạo các phần mềm kế toán liên quan (fast, misa,…), tin học văn phòng (đặc biệt là excel).- Kỹ năng tổng hợp, phân tích, đánh giá, kiểm tra.- Kỹ năng giao tiếp và giải quyết vấn đề- Khả năng tổ chức, sắp xếp và triển khai kế hoạch để thực hiện nhiệm vụ được phân công.- Có ít nhất từ 3 năm kinh nghiệm làm kế toán tổng hợp (ưu tiên ứng viên đã có kinh nghiệm trong lĩnh vực , chuỗi dịch vụ phòng khám nha/spa)- Cẩn thận, trung thực, có phẩm chất đạo đức nghề nghiệp, có ý thức chấp hành pháp luật. | DESC: - Báo cáo công việc chuyên môn, và các báo cáo kết quả công việc hàng ngày/tuần/tháng theo yêu cầu của Công ty.- Quản lý, lưu trữ chứng từ, sổ sách kế toán theo quy định.- Kiểm tra, kiểm soát đảm bảo việc hạch toán chính xác, trung thực, kịp thời, đầy đủ toàn bộ các nghiệp vụ phát sinh về tài sản - nguồn vốn của công ty.- Lập báo cáo quản trị theo yêu cầu.- Lập báo cáo tài chính, báo cáo thống kê,.. theo quy định.- Kê khai, báo cáo các loại thuế định kỳ theo quy định.- Thực hiện các công việc khác theo yêu cầu của Kế toán trưởng, Ban Giám đốc.","DESIRED JOB: Nhân viên lái xe hạng C | SKILLS: - Có khả năng nhớ đường tốt chỉ cần đi một lần. - Thông thạo các tuyến đường tỉnh và đường liên tỉnh. - Tuân thủ nghiêm đối với luật giao thông đường bộ. - Có khả năng trong việc giải quyết các vấn đề xảy ra trong quá trình di chuyển. - Có thể thiết lập được các mối quan hệ với đồng nghiệp thật tốt. - Tổ chức kế hoạch công việc hiệu quả. - Sắp xếp, quản lý thời gian biểu phù hợp. | EXP: 3-5 năm",,,
2514,"TITLE: Chuyên Viên Hành Chính | REQ: - Độ tuổi phù hợp từ 25 - 32 tuổi.- Giới tính: Nam- Tối thiểu 3 năm kinh nghiệm tại vị trí tương tự trong doanh nghiệp.- Đã tốt nghiệp trình độ Đại học, cao đẳng các chuyên ngành về Nhân sự, Nguồn Nhân lực, Con người, và các ngành liên quan khác.- Thành thạo tin học văn phòng.- Có khả năng ngoại ngữ ở mức trung bình. Thành thạo ngoại ngữ là 1 lợi thế.- Là người nhiệt tình, chu đáo, cẩn thận, tỉ mỉ và biết quan sát.- Nhanh nhẹn, chăm chỉ, trung thực. | DESC: - Là đầu mối tiếp nhận và gửi đi công văn, giấy tờ của công ty.- Lưu trữ, sắp xếp thông tin công văn, giấy tờ, hợp đồng, tài liệu liên quan.- Tiếp nhận đơn xin đến muộn, về sớm, đơn xin nghỉ ốm, nghỉ phép, đơn xét tăng lương, … các loại giấy tờ công văn khác của Nhân viên trong công ty.- Theo dõi và quản lý lịch làm việc của Nhân sự trong doanh nghiệp.- Theo dõi chế độ bảo hiểm y tế, bảo hiểm xã hội cho nhân viên công ty. Tiếp nhận các nhu cầu về điều chỉnh phúc lợi, các chế độ đãi ngộ và chính sách thưởng phạt khác để đảm bảo quyền lợi của nhân viên trong công ty.- Tổ chức sinh nhật cho các thành viên của công ty trong tháng.- Giúp nhân viên mới hòa nhập với môi trường doanh nghiệp.- Cung cấp thông tin cho nhân viên mới về quyền lợi, chính sách, quy định, nghĩa vụ.","DESIRED JOB: part time | SKILLS: Có ngoại hình, vui vẻ, siêng năng, có trách nhiệm với công việcBiết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệp | EXP: Chưa có kinh nghiệm",,,
1197,"TITLE: Nhân viên kinh doanh | REQ: - Hiểu rõ khách hàng - Khả năng trông rộng - Khả năng giao tiếp- Giải quyết khó khăn- Thúc đẩy kinh doanh quản lý đất đai, có kiến thức về luật, độc lập, chuyên nghiệp, đạt đựơc doanh số, kỹ năng đàm phán thương lượng. | DESC: Là cầu nối giữa người mua và ngườI bán trong lĩnh vực đất đai Nhiệm vụ: + Phát triển danh sách đất đai bằng những xây dựng các mối quan hệ và nhắm tới những người bán tiềm năng, gặp gỡ các người bán tiềm năng trong các hoạt động địa phương. + Lập danh sách đất đai qua việc kiềm tra đất, đề nghị những việc nâng cấp có thể làm tăng khả năng bán ra; hợp tác với các nhà thẩm định để đưa ra giá bán, hoàn tất hợp đồng. + Phát triển người mua đất qua việc gặp gỡ những người muốn mua đất, chào hỏi xã giao, quảng cáo; giải đáp các yêu cầu thắc mắc. + Nắm được yêu cầu của người mua để ấn định giá; gắn kết những yêu cầu với danh sách người bán; dẫn khách đi xem đất; trình bày những lợi nhuận; xem xét lại những yêu cầu; đề nghị những thay đổi; soạn hợp đồng. + Cập nhật kiến thức công việc qua việc nắm bắt các danh sách; đi khảo sát đất đai, tham dự các khoá học; xem sách báo chuyên ngành; củng cố các mối quan hệ cá nhân. + Hoàn thành các công việc yêu cầu là hoàn thành nhiêm vụ môi giới.","DESIRED JOB: Nhân viên lái xe bằng B2 | SKILLS: Có chí tiến thủ đối với công việc Có khả năng đi xa, đi dài ngày, sức khỏe đảm bảo tốt cho tính chất công việc vận tải Chăm chỉ, làm việc nhiệt tình, không quản ngại khó khăn, tinh thần trách nhiệm cao, chấp hành tốt các quy định mà công ty đề ra. Thông thạo luật giao thông, thạo đường xá Tích cực giải quyết các vấn đề liên quan đến công việc Có thể tăng ca ngoài giờ làm Kiểm tra, đánh giá cẩn thận các tuyến vận chuyển đã thực hiện, chủ động rút kinh nghiệm cho các công tác sau | EXP: 5-10 năm",,,
1393,"TITLE: [QUẬN 9] - TUYỂN NV BÁN HÀNG CA HÀNH CHÍNH | REQ: Nam/nỮ từ 19 - 27 tuổi, Thân thiện, trung thực, nhiệt tình, giao tiếp tốt; Có kỹ năng excel cơ bản; KHÔNG YÊU CẦU KINH NGHIỆM, BẰNG CẤP | DESC: - LÀM VIỆC TẠI: SỐ 215 Lê Văn Viêt, Hiệp Phú, quận 9, TP Hồ Chí Minh - THỜI GIAN: 8:20 - 18:00, nghỉ trưa 1.5 tiếng, tháng có 3 ngày nghỉ Lịch sự, vui vẻ chào đón khách hàng vào thanh toán hóa đơn mua hàng; Lập và xuất hóa đơn bán hàng trên phần mềm kế toán; Nắm bắt và cập nhật nhanh các sản phẩm có trong cửa hàng; Thu tiền bán hàng, dịch vụ; Thực hiện các báo cáo liên quan đến công việc kế toán bán hàng; Bàn giao tiền và tài sản cho nhân viên thu ngân sau ca làm việc của mình; Hỗ các công việc khác theo yêu cầu cửa hàng trưởng.","DESIRED JOB: Nhân viên lái xe - Bằng Lái Xe Hạng D Fc | SKILLS: - Có thể ghi nhớ tên cùng vị trí đường ngay cả khi mới đi qua 1 lần - Là người có tinh thần trách nhiệm cao, biết ưu tiên các đầu việc quan trọng để hoàn thành kịp tiến độ cấp trên yêu cầu - Là người siêng năng, chịu khó | EXP: Trên 10 năm",,,
1697,"TITLE: Trade Marketing (Nam, 12 - 18 Triệu) | REQ: - Tốt nghiệp tối thiểu Cao đẳng chuyên nghành Marketing; - Quản trị Kinh doanh hoăc các chuyên nghành liên quan. - Từ 1-3 năm kinh nghiệm tại vị trí ứng tuyển. - Ưu tiên ứng viên có kinh nghiệm làm việc tại các chuỗi kinh doanh bán lẻ; tài chính;.... - Kỹ năng giao tiếp, xử lý tình huống và tương tác tốt. - Trung thực, tận tâm, biết lắng nghe, sẻ chia cùng khách hàng và đồng nghiệp. | DESC: - Lập kế hoạch Trade marketing theo năm/quý/tháng và cho từng chiến dịch: kế hoạch khuyến mãi, hỗ trợ điểm bán,…- Khảo sát khách hàng, đối thủ cạnh tranh thuộc phạm vị phụ trách. - Triển khai các hoạt động khuyến mãi & Chủ động theo dõi tình hình kinh doanh tại các phòng giao dịch (PGD) thuôc phạm vi phụ trách; báo cáo nhanh các trường hợp: đối thủ cạnh tranh có chương trình mới, doanh số PGD tăng / giảm bất thường,... - Phân tích đánh giá hiệu quả bán hàng, hiệu quả truyền thông của các chương trình truyền thông/khuyến mãi trong năm- Quản lý các công cụ để thực hiện triển khai theo kế hoạch- Đưa ra các đề xuất cho các chương trình xây dựng thương hiệu, marketing và hệ thống bán hàng- Quản lý và kiểm soát việc vận hành các hoạt động quảng cáo, truyền thông, in ấn, thiết kế theo đúng nhận diện thương hiệu, đảm bảo tính thống nhất thương hiệu đã được thông qua- Đề xuất, lập kế hoạch, quản lý và triển khai báo cáo, đánh giá hiệu quả sử dụng các vật dụng chăm sóc khách hàng, POSM định kỳ: poster, standee, banner,…- Phối hợp và tổ chức nghiên cứu thị trường, đối thủ cạnh tranh: chính sách giá, chương trình bán hàng,… tại các kênh, các hoạt động xúc tiến bán hàng,… phục vụ cho việc xây dựng kế hoạch, chiến lược Trade marketing- Phối hợp với các PGD thuộc hệ thống Công ty và Team Marketing triển khai Roadshow/Event","DESIRED JOB: Nhân viên lái xe ca đêm hạng C | SKILLS: - Tôi tự tin rằng mình có khả năng ghi nhớ tốt đối với những quãng đường từng đi qua, bên cạnh đó nếu có yêu cầu thì cũng sẽ tìm hiểu để đáp ứng nhiệm vụ được phân công trên những tuyến đường mới - Có khả năng quan sát, điều khiển phương tiện giao thông an toàn khi làm nhiệm vụ | EXP: 1-3 năm",,,
510,"TITLE: Chuyên viên thiết kế | REQ: YÊU CẦU CÔNG VIỆC - Thành thạo Adobe Illustrator, Photoshop, CorelDRAW (biết dựng 3D là lợi thế) - Có trên 1 năm kinh nghiệm Giờ làm việc: Sáng từ 7h30-11h30, chiều từ 13h-17h30 | DESC: MÔ TẢ CÔNG VIỆC: - Nghiên cứu sản phẩm, hàng hóa, thương hiệu, lắng nghe yêu cầu khách hàng để tìm ra ý tưởng thiết kế. - Chuẩn bị nhiều phương án thiết kế khác nhau và gửi phác thảo, đề xuất. - Tư vấn, thuyết phục về phương án thiết kế. - Sáng tạo ra những quảng cáo bắt mắt bằng hình ảnh và thông điệp ngắn gọn. - Đảm bảo thiết kế dựa trên nhu cầu và khả năng thực tế, xây dựng bố cục phù hợp với yêu cầu về kích thước, chất liệu, vị trí của quảng cáo. - Điều chỉnh theo yêu cầu của khách hàng hoặc các bên liên quan.","DESIRED JOB: Phục vụ, Phiên dịch | SKILLS: Ngoại ngữ, làm việc nhóm, thái độ làm việcBiết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệp | EXP: Dưới 1 năm",,,
4102,"TITLE: Quản Lý Nhà Hàng (Thu Nhập Lên Đến 25 Triệu) | REQ: - Yêu cầu: Tối thiểu >5 năm kinh nghiệm ở vị trí quản lý khác sạn nhà hàng lớn.- Hiểu biết sâu về ẩm thực.- Tiếng Anh giao tiếp tốt.- Thành thạo vi tính văn phòng- Kỹ năng lập kế hoạch- Kỹ năng lãnh đạo- Kỹ năng tổ chức, quản lý và giám sát công việc.- Kỹ năng phân tích, tổng hợp, báo cáo.- Kỹ năng giao tiếp.- Có khả năng chịu được áp lực cao trong công việc. | DESC: - Quản lý và chịu trách nhiệm hoạt động kinh doanh, vận hành của nhà hàng- Xây dựng các quy trình, quy định, hướng dẫn nghiệp vụ áp dụng cho nhà hàng.- Xây dựng các tiêu chuẩn về chất lượng món ăn, thức uống, phục vụ, vệ sinh…cho nhà hàng.- Quản lý nhân sự, tham gia tuyển dụng và đào tạo nhân viên nhà hàng.- Lên được định biên chi phí cost và kiểm soát doanh thu hàng tháng.- Đảm bảo chất lượng sản phẩm và chất lượng dịch vụ tại nhà hàng.- Chịu trách nhiệm giải quyết tình huống và xử lý kịp thời các phản hồi khiếu nại của khách hàng- Quản lý chặt chẽ số lượng tài sản, công cụ dụng cụ cần thiết cho vận hành nhà hàng- Triển khai, kiểm tra việc sử dụng hệ thống nhận diện thương hiệu trong nhà hàng.- Đại diện cho nhà hàng trong việc giải quyết tất cả mối quan hệ với các cơ quan nhà nước, các tổ chức..liên quan đến nhà hàng.- Báo cáo công việc định kỳ và theo yêu cầu cấp trên.- Các công việc khác theo sự phân công của cấp trên.2. Tiêu chuẩn yêu cầu:","DESIRED JOB: Nhân viên lái xe - Bằng Lái Xe Hạng B2 | SKILLS: - Có khả năng chịu áp lực cao trong công việc - Luôn tuân thủ nguyên tắc làm việc chuyên nghiệp, không sử dụng chất kích thích, chất có cồn trong quá trình lái xe. - Nắm bắt các kỹ thuật lái xe theo tiêu chuẩn - Có khả năng quan sát tốt, khả năng tập trung cao độ khi làm việc và khi cầm tay lái - Xử lý tình huống linh hoạt, giải quyết vấn đề hiệu quả - Tổ chức công việc tốt, biết cách quản lý thời gian | EXP: 3-5 năm",,,
